cod_munic;munic;ano;mes;pop
3300308;Barra do Piraí;2007;12;93116
3300407;Barra Mansa;2007;12;175962
3300456;Belford Roxo;2007;12;460073
3300506;Bom Jardim;2007;12;24612
3300605;Bom Jesus do Itabapoana;2007;12;34949
3300704;Cabo Frio;2007;12;168682
3300803;Cachoeiras de Macacu;2007;12;52732
3300902;Cambuci;2007;12;14786
3301009;Campos dos Goytacazes;2007;12;448371
3301108;Cantagalo;2007;12;19831
3300936;Carapebus;2007;12;11950
3301157;Cardoso Moreira;2007;12;12599
3301207;Carmo;2007;12;16853
3301306;Casimiro de Abreu;2007;12;31341
3300951;Comendador Levy Gasparian;2007;12;8113
3301405;Conceição de Macabu;2007;12;20556
3301504;Cordeiro;2007;12;19941
3301603;Duas Barras;2007;12;10773
3301702;Duque de Caxias;2007;12;833751
3301801;Engenheiro Paulo de Frontin;2007;12;12951
3301850;Guapimirim;2007;12;47592
3301876;Iguaba Grande;2007;12;20535
3301900;Itaboraí;2007;12;209684
3302007;Itaguaí;2007;12;101352
3302056;Italva;2007;12;13676
3302106;Itaocara;2007;12;22926
3302205;Itaperuna;2007;12;93398
3302254;Itatiaia;2007;12;27680
3302270;Japeri;2007;12;92178
3302304;Laje do Muriaé;2007;12;7594
3302403;Macaé;2007;12;184343
3302452;Macuco;2007;12;5167
3302502;Magé;2007;12;221568
3302601;Mangaratiba;2007;12;33046
3302700;Maricá;2007;12;111857
3302809;Mendes;2007;12;17766
3302858;Mesquita;2007;12;168289
3302908;Miguel Pereira;2007;12;24449
3303005;Miracema;2007;12;26900
3303104;Natividade;2007;12;15093
3303203;Nilópolis;2007;12;156457
3303302;Niterói;2007;12;480143
3303401;Nova Friburgo;2007;12;179804
3303500;Nova Iguaçu;2007;12;788032
3303609;Paracambi;2007;12;45310
3303708;Paraíba do Sul;2007;12;40102
3303807;Paraty;2007;12;35287
3303856;Paty do Alferes;2007;12;25983
3303906;Petrópolis;2007;12;293465
3303955;Pinheiral;2007;12;21835
3304003;Piraí;2007;12;25161
3304102;Porciúncula;2007;12;17275
3304110;Porto Real;2007;12;15294
3304128;Quatis;2007;12;12226
3304144;Queimados;2007;12;133651
3304151;Quissamã;2007;12;18297
3304201;Resende;2007;12;115641
3304300;Rio Bonito;2007;12;53975
3304409;Rio Claro;2007;12;17108
3304508;Rio das Flores;2007;12;8309
3304524;Rio das Ostras;2007;12;80432
3304557;Rio de Janeiro;2007;12;6197637
3304607;Santa Maria Madalena;2007;12;10361
3304706;Santo Antônio de Pádua;2007;12;40090
3304805;São Fidélis;2007;12;37347
3304755;São Francisco de Itabapoana;2007;12;41300
3304904;São Gonçalo;2007;12;970488
3305000;São João da Barra;2007;12;31358
3305109;São João de Meriti;2007;12;456280
3305133;São José de Ubá;2007;12;6846
3305158;São José do Vale do Rio Preto;2007;12;19995
3305208;São Pedro da Aldeia;2007;12;80728
3305307;São Sebastião do Alto;2007;12;8765
3305406;Sapucaia;2007;12;17429
3305505;Saquarema;2007;12;67882
3305554;Seropédica;2007;12;74625
3305604;Silva Jardim;2007;12;21327
3305703;Sumidouro;2007;12;14710
3305752;Tanguá;2007;12;29451
3305802;Teresópolis;2007;12;156700
3305901;Trajano de Moraes;2007;12;10224
3306008;Três Rios;2007;12;75985
3306107;Valença;2007;12;70371
3306156;Varre-Sai;2007;12;9027
3306206;Vassouras;2007;12;33620
3306305;Volta Redonda;2007;12;253643
3300100;Angra dos Reis;2008;1;155287
3300159;Aperibé;2008;1;9615
3300209;Araruama;2008;1;103882
3300225;Areal;2008;1;11022
3300233;Armação dos Búzios;2008;1;24856
3300258;Arraial do Cabo;2008;1;26703
3300308;Barra do Piraí;2008;1;93170
3300407;Barra Mansa;2008;1;176022
3300456;Belford Roxo;2008;1;460370
3300506;Bom Jardim;2008;1;24635
3300605;Bom Jesus do Itabapoana;2008;1;34964
3300704;Cabo Frio;2008;1;169233
3300803;Cachoeiras de Macacu;2008;1;52782
3300902;Cambuci;2008;1;14788
3301009;Campos dos Goytacazes;2008;1;448861
3301108;Cantagalo;2008;1;19831
3300936;Carapebus;2008;1;11994
3301157;Cardoso Moreira;2008;1;12599
3301207;Carmo;2008;1;16872
3301306;Casimiro de Abreu;2008;1;31466
3300951;Comendador Levy Gasparian;2008;1;8115
3301405;Conceição de Macabu;2008;1;20576
3301504;Cordeiro;2008;1;19957
3301603;Duas Barras;2008;1;10778
3301702;Duque de Caxias;2008;1;834433
3301801;Engenheiro Paulo de Frontin;2008;1;12960
3301850;Guapimirim;2008;1;47714
3301876;Iguaba Grande;2008;1;20607
3301900;Itaboraí;2008;1;209950
3302007;Itaguaí;2008;1;101597
3302056;Italva;2008;1;13688
3302106;Itaocara;2008;1;22925
3302205;Itaperuna;2008;1;93477
3302254;Itatiaia;2008;1;27715
3302270;Japeri;2008;1;92284
3302304;Laje do Muriaé;2008;1;7590
3302403;Macaé;2008;1;185042
3302452;Macuco;2008;1;5171
3302502;Magé;2008;1;221752
3302601;Mangaratiba;2008;1;33153
3302700;Maricá;2008;1;112343
3302809;Mendes;2008;1;17771
3302858;Mesquita;2008;1;168292
3302908;Miguel Pereira;2008;1;24455
3303005;Miracema;2008;1;26898
3303104;Natividade;2008;1;15093
3303203;Nilópolis;2008;1;156489
3303302;Niterói;2008;1;480381
3303401;Nova Friburgo;2008;1;179877
3303500;Nova Iguaçu;2008;1;788297
3303609;Paracambi;2008;1;45368
3303708;Paraíba do Sul;2008;1;40134
3303807;Paraty;2008;1;35358
3303856;Paty do Alferes;2008;1;25995
3303906;Petrópolis;2008;1;293544
3303955;Pinheiral;2008;1;21863
3304003;Piraí;2008;1;25197
3304102;Porciúncula;2008;1;17290
3304110;Porto Real;2008;1;15335
3304128;Quatis;2008;1;12244
3304144;Queimados;2008;1;133788
3304151;Quissamã;2008;1;18358
3304201;Resende;2008;1;115773
3304300;Rio Bonito;2008;1;54026
3304409;Rio Claro;2008;1;17118
3304508;Rio das Flores;2008;1;8317
3304524;Rio das Ostras;2008;1;81185
3304557;Rio de Janeiro;2008;1;6201577
3304607;Santa Maria Madalena;2008;1;10360
3304706;Santo Antônio de Pádua;2008;1;40106
3304805;São Fidélis;2008;1;37353
3304755;São Francisco de Itabapoana;2008;1;41302
3304904;São Gonçalo;2008;1;971423
3305000;São João da Barra;2008;1;31402
3305109;São João de Meriti;2008;1;456357
3305133;São José de Ubá;2008;1;6851
3305158;São José do Vale do Rio Preto;2008;1;20003
3305208;São Pedro da Aldeia;2008;1;80953
3305307;São Sebastião do Alto;2008;1;8769
3305406;Sapucaia;2008;1;17432
3305505;Saquarema;2008;1;68082
3305554;Seropédica;2008;1;74738
3305604;Silva Jardim;2008;1;21328
3305703;Sumidouro;2008;1;14716
3305752;Tanguá;2008;1;29492
3305802;Teresópolis;2008;1;156924
3305901;Trajano de Moraes;2008;1;10226
3306008;Três Rios;2008;1;76031
3306107;Valença;2008;1;70418
3306156;Varre-Sai;2008;1;9042
3306206;Vassouras;2008;1;33646
3306305;Volta Redonda;2008;1;253777
3300100;Angra dos Reis;2008;2;155750
3300159;Aperibé;2008;2;9634
3300209;Araruama;2008;2;104147
3300225;Areal;2008;2;11035
3300233;Armação dos Búzios;2008;2;24943
3300258;Arraial do Cabo;2008;2;26736
3300308;Barra do Piraí;2008;2;93223
3300407;Barra Mansa;2008;2;176081
3300456;Belford Roxo;2008;2;460667
3300506;Bom Jardim;2008;2;24658
3300605;Bom Jesus do Itabapoana;2008;2;34979
3300704;Cabo Frio;2008;2;169785
3300803;Cachoeiras de Macacu;2008;2;52831
3300902;Cambuci;2008;2;14789
3301009;Campos dos Goytacazes;2008;2;449353
3301108;Cantagalo;2008;2;19831
3300936;Carapebus;2008;2;12038
3301157;Cardoso Moreira;2008;2;12599
3301207;Carmo;2008;2;16890
3301306;Casimiro de Abreu;2008;2;31591
3300951;Comendador Levy Gasparian;2008;2;8117
3301405;Conceição de Macabu;2008;2;20597
3301504;Cordeiro;2008;2;19973
3301603;Duas Barras;2008;2;10783
3301702;Duque de Caxias;2008;2;835116
3301801;Engenheiro Paulo de Frontin;2008;2;12970
3301850;Guapimirim;2008;2;47838
3301876;Iguaba Grande;2008;2;20680
3301900;Itaboraí;2008;2;210216
3302007;Itaguaí;2008;2;101842
3302056;Italva;2008;2;13701
3302106;Itaocara;2008;2;22924
3302205;Itaperuna;2008;2;93555
3302254;Itatiaia;2008;2;27751
3302270;Japeri;2008;2;92390
3302304;Laje do Muriaé;2008;2;7587
3302403;Macaé;2008;2;185744
3302452;Macuco;2008;2;5174
3302502;Magé;2008;2;221937
3302601;Mangaratiba;2008;2;33261
3302700;Maricá;2008;2;112830
3302809;Mendes;2008;2;17777
3302858;Mesquita;2008;2;168295
3302908;Miguel Pereira;2008;2;24461
3303005;Miracema;2008;2;26896
3303104;Natividade;2008;2;15092
3303203;Nilópolis;2008;2;156520
3303302;Niterói;2008;2;480619
3303401;Nova Friburgo;2008;2;179950
3303500;Nova Iguaçu;2008;2;788561
3303609;Paracambi;2008;2;45426
3303708;Paraíba do Sul;2008;2;40165
3303807;Paraty;2008;2;35429
3303856;Paty do Alferes;2008;2;26007
3303906;Petrópolis;2008;2;293623
3303955;Pinheiral;2008;2;21892
3304003;Piraí;2008;2;25234
3304102;Porciúncula;2008;2;17306
3304110;Porto Real;2008;2;15376
3304128;Quatis;2008;2;12262
3304144;Queimados;2008;2;133926
3304151;Quissamã;2008;2;18419
3304201;Resende;2008;2;115905
3304300;Rio Bonito;2008;2;54076
3304409;Rio Claro;2008;2;17128
3304508;Rio das Flores;2008;2;8325
3304524;Rio das Ostras;2008;2;81946
3304557;Rio de Janeiro;2008;2;6205519
3304607;Santa Maria Madalena;2008;2;10358
3304706;Santo Antônio de Pádua;2008;2;40122
3304805;São Fidélis;2008;2;37359
3304755;São Francisco de Itabapoana;2008;2;41303
3304904;São Gonçalo;2008;2;972360
3305000;São João da Barra;2008;2;31446
3305109;São João de Meriti;2008;2;456434
3305133;São José de Ubá;2008;2;6856
3305158;São José do Vale do Rio Preto;2008;2;20012
3305208;São Pedro da Aldeia;2008;2;81179
3305307;São Sebastião do Alto;2008;2;8773
3305406;Sapucaia;2008;2;17435
3305505;Saquarema;2008;2;68282
3305554;Seropédica;2008;2;74852
3305604;Silva Jardim;2008;2;21329
3305703;Sumidouro;2008;2;14722
3305752;Tanguá;2008;2;29533
3305802;Teresópolis;2008;2;157149
3305901;Trajano de Moraes;2008;2;10228
3306008;Três Rios;2008;2;76078
3306107;Valença;2008;2;70466
3306156;Varre-Sai;2008;2;9056
3306206;Vassouras;2008;2;33671
3306305;Volta Redonda;2008;2;253911
3300100;Angra dos Reis;2008;3;156215
3300159;Aperibé;2008;3;9654
3300209;Araruama;2008;3;104414
3300225;Areal;2008;3;11048
3300233;Armação dos Búzios;2008;3;25031
3300258;Arraial do Cabo;2008;3;26769
3300308;Barra do Piraí;2008;3;93276
3300407;Barra Mansa;2008;3;176141
3300456;Belford Roxo;2008;3;460965
3300506;Bom Jardim;2008;3;24681
3300605;Bom Jesus do Itabapoana;2008;3;34994
3300704;Cabo Frio;2008;3;170339
3300803;Cachoeiras de Macacu;2008;3;52880
3300902;Cambuci;2008;3;14790
3301009;Campos dos Goytacazes;2008;3;449845
3301108;Cantagalo;2008;3;19831
3300936;Carapebus;2008;3;12083
3301157;Cardoso Moreira;2008;3;12599
3301207;Carmo;2008;3;16909
3301306;Casimiro de Abreu;2008;3;31717
3300951;Comendador Levy Gasparian;2008;3;8120
3301405;Conceição de Macabu;2008;3;20618
3301504;Cordeiro;2008;3;19988
3301603;Duas Barras;2008;3;10788
3301702;Duque de Caxias;2008;3;835799
3301801;Engenheiro Paulo de Frontin;2008;3;12979
3301850;Guapimirim;2008;3;47961
3301876;Iguaba Grande;2008;3;20753
3301900;Itaboraí;2008;3;210482
3302007;Itaguaí;2008;3;102088
3302056;Italva;2008;3;13713
3302106;Itaocara;2008;3;22923
3302205;Itaperuna;2008;3;93633
3302254;Itatiaia;2008;3;27786
3302270;Japeri;2008;3;92496
3302304;Laje do Muriaé;2008;3;7583
3302403;Macaé;2008;3;186449
3302452;Macuco;2008;3;5177
3302502;Magé;2008;3;222121
3302601;Mangaratiba;2008;3;33368
3302700;Maricá;2008;3;113319
3302809;Mendes;2008;3;17782
3302858;Mesquita;2008;3;168298
3302908;Miguel Pereira;2008;3;24467
3303005;Miracema;2008;3;26894
3303104;Natividade;2008;3;15092
3303203;Nilópolis;2008;3;156551
3303302;Niterói;2008;3;480858
3303401;Nova Friburgo;2008;3;180024
3303500;Nova Iguaçu;2008;3;788826
3303609;Paracambi;2008;3;45484
3303708;Paraíba do Sul;2008;3;40197
3303807;Paraty;2008;3;35501
3303856;Paty do Alferes;2008;3;26019
3303906;Petrópolis;2008;3;293702
3303955;Pinheiral;2008;3;21920
3304003;Piraí;2008;3;25271
3304102;Porciúncula;2008;3;17321
3304110;Porto Real;2008;3;15417
3304128;Quatis;2008;3;12280
3304144;Queimados;2008;3;134065
3304151;Quissamã;2008;3;18480
3304201;Resende;2008;3;116037
3304300;Rio Bonito;2008;3;54127
3304409;Rio Claro;2008;3;17138
3304508;Rio das Flores;2008;3;8333
3304524;Rio das Ostras;2008;3;82713
3304557;Rio de Janeiro;2008;3;6209464
3304607;Santa Maria Madalena;2008;3;10357
3304706;Santo Antônio de Pádua;2008;3;40138
3304805;São Fidélis;2008;3;37366
3304755;São Francisco de Itabapoana;2008;3;41305
3304904;São Gonçalo;2008;3;973297
3305000;São João da Barra;2008;3;31491
3305109;São João de Meriti;2008;3;456511
3305133;São José de Ubá;2008;3;6861
3305158;São José do Vale do Rio Preto;2008;3;20020
3305208;São Pedro da Aldeia;2008;3;81405
3305307;São Sebastião do Alto;2008;3;8778
3305406;Sapucaia;2008;3;17438
3305505;Saquarema;2008;3;68483
3305554;Seropédica;2008;3;74965
3305604;Silva Jardim;2008;3;21329
3305703;Sumidouro;2008;3;14728
3305752;Tanguá;2008;3;29574
3305802;Teresópolis;2008;3;157374
3305901;Trajano de Moraes;2008;3;10230
3306008;Três Rios;2008;3;76124
3306107;Valença;2008;3;70513
3306156;Varre-Sai;2008;3;9070
3306206;Vassouras;2008;3;33696
3306305;Volta Redonda;2008;3;254044
3300100;Angra dos Reis;2008;4;156681
3300159;Aperibé;2008;4;9674
3300209;Araruama;2008;4;104680
3300225;Areal;2008;4;11062
3300233;Armação dos Búzios;2008;4;25120
3300258;Arraial do Cabo;2008;4;26803
3300308;Barra do Piraí;2008;4;93330
3300407;Barra Mansa;2008;4;176200
3300456;Belford Roxo;2008;4;461262
3300506;Bom Jardim;2008;4;24704
3300605;Bom Jesus do Itabapoana;2008;4;35008
3300704;Cabo Frio;2008;4;170895
3300803;Cachoeiras de Macacu;2008;4;52930
3300902;Cambuci;2008;4;14792
3301009;Campos dos Goytacazes;2008;4;450337
3301108;Cantagalo;2008;4;19831
3300936;Carapebus;2008;4;12127
3301157;Cardoso Moreira;2008;4;12599
3301207;Carmo;2008;4;16928
3301306;Casimiro de Abreu;2008;4;31844
3300951;Comendador Levy Gasparian;2008;4;8122
3301405;Conceição de Macabu;2008;4;20639
3301504;Cordeiro;2008;4;20004
3301603;Duas Barras;2008;4;10793
3301702;Duque de Caxias;2008;4;836483
3301801;Engenheiro Paulo de Frontin;2008;4;12988
3301850;Guapimirim;2008;4;48085
3301876;Iguaba Grande;2008;4;20826
3301900;Itaboraí;2008;4;210749
3302007;Itaguaí;2008;4;102334
3302056;Italva;2008;4;13725
3302106;Itaocara;2008;4;22922
3302205;Itaperuna;2008;4;93712
3302254;Itatiaia;2008;4;27821
3302270;Japeri;2008;4;92602
3302304;Laje do Muriaé;2008;4;7580
3302403;Macaé;2008;4;187156
3302452;Macuco;2008;4;5180
3302502;Magé;2008;4;222306
3302601;Mangaratiba;2008;4;33476
3302700;Maricá;2008;4;113811
3302809;Mendes;2008;4;17788
3302858;Mesquita;2008;4;168301
3302908;Miguel Pereira;2008;4;24474
3303005;Miracema;2008;4;26893
3303104;Natividade;2008;4;15092
3303203;Nilópolis;2008;4;156582
3303302;Niterói;2008;4;481097
3303401;Nova Friburgo;2008;4;180097
3303500;Nova Iguaçu;2008;4;789091
3303609;Paracambi;2008;4;45542
3303708;Paraíba do Sul;2008;4;40228
3303807;Paraty;2008;4;35572
3303856;Paty do Alferes;2008;4;26031
3303906;Petrópolis;2008;4;293781
3303955;Pinheiral;2008;4;21948
3304003;Piraí;2008;4;25308
3304102;Porciúncula;2008;4;17337
3304110;Porto Real;2008;4;15458
3304128;Quatis;2008;4;12298
3304144;Queimados;2008;4;134203
3304151;Quissamã;2008;4;18542
3304201;Resende;2008;4;116169
3304300;Rio Bonito;2008;4;54177
3304409;Rio Claro;2008;4;17148
3304508;Rio das Flores;2008;4;8341
3304524;Rio das Ostras;2008;4;83488
3304557;Rio de Janeiro;2008;4;6213412
3304607;Santa Maria Madalena;2008;4;10356
3304706;Santo Antônio de Pádua;2008;4;40155
3304805;São Fidélis;2008;4;37372
3304755;São Francisco de Itabapoana;2008;4;41307
3304904;São Gonçalo;2008;4;974235
3305000;São João da Barra;2008;4;31535
3305109;São João de Meriti;2008;4;456588
3305133;São José de Ubá;2008;4;6866
3305158;São José do Vale do Rio Preto;2008;4;20028
3305208;São Pedro da Aldeia;2008;4;81632
3305307;São Sebastião do Alto;2008;4;8782
3305406;Sapucaia;2008;4;17442
3305505;Saquarema;2008;4;68685
3305554;Seropédica;2008;4;75079
3305604;Silva Jardim;2008;4;21330
3305703;Sumidouro;2008;4;14734
3305752;Tanguá;2008;4;29615
3305802;Teresópolis;2008;4;157600
3305901;Trajano de Moraes;2008;4;10232
3306008;Três Rios;2008;4;76171
3306107;Valença;2008;4;70560
3306156;Varre-Sai;2008;4;9084
3306206;Vassouras;2008;4;33722
3306305;Volta Redonda;2008;4;254178
3300100;Angra dos Reis;2008;5;157148
3300159;Aperibé;2008;5;9694
3300209;Araruama;2008;5;104948
3300225;Areal;2008;5;11075
3300233;Armação dos Búzios;2008;5;25208
3300258;Arraial do Cabo;2008;5;26837
3300308;Barra do Piraí;2008;5;93383
3300407;Barra Mansa;2008;5;176260
3300456;Belford Roxo;2008;5;461560
3300506;Bom Jardim;2008;5;24727
3300605;Bom Jesus do Itabapoana;2008;5;35023
3300704;Cabo Frio;2008;5;171453
3300803;Cachoeiras de Macacu;2008;5;52979
3300902;Cambuci;2008;5;14793
3301009;Campos dos Goytacazes;2008;5;450830
3301108;Cantagalo;2008;5;19831
3300936;Carapebus;2008;5;12172
3301157;Cardoso Moreira;2008;5;12599
3301207;Carmo;2008;5;16946
3301306;Casimiro de Abreu;2008;5;31970
3300951;Comendador Levy Gasparian;2008;5;8124
3301405;Conceição de Macabu;2008;5;20661
3301504;Cordeiro;2008;5;20020
3301603;Duas Barras;2008;5;10798
3301702;Duque de Caxias;2008;5;837168
3301801;Engenheiro Paulo de Frontin;2008;5;12997
3301850;Guapimirim;2008;5;48209
3301876;Iguaba Grande;2008;5;20900
3301900;Itaboraí;2008;5;211016
3302007;Itaguaí;2008;5;102581
3302056;Italva;2008;5;13738
3302106;Itaocara;2008;5;22921
3302205;Itaperuna;2008;5;93790
3302254;Itatiaia;2008;5;27857
3302270;Japeri;2008;5;92709
3302304;Laje do Muriaé;2008;5;7577
3302403;Macaé;2008;5;187866
3302452;Macuco;2008;5;5184
3302502;Magé;2008;5;222491
3302601;Mangaratiba;2008;5;33585
3302700;Maricá;2008;5;114304
3302809;Mendes;2008;5;17793
3302858;Mesquita;2008;5;168303
3302908;Miguel Pereira;2008;5;24480
3303005;Miracema;2008;5;26891
3303104;Natividade;2008;5;15091
3303203;Nilópolis;2008;5;156613
3303302;Niterói;2008;5;481335
3303401;Nova Friburgo;2008;5;180170
3303500;Nova Iguaçu;2008;5;789356
3303609;Paracambi;2008;5;45600
3303708;Paraíba do Sul;2008;5;40260
3303807;Paraty;2008;5;35644
3303856;Paty do Alferes;2008;5;26043
3303906;Petrópolis;2008;5;293860
3303955;Pinheiral;2008;5;21977
3304003;Piraí;2008;5;25345
3304102;Porciúncula;2008;5;17352
3304110;Porto Real;2008;5;15500
3304128;Quatis;2008;5;12316
3304144;Queimados;2008;5;134341
3304151;Quissamã;2008;5;18604
3304201;Resende;2008;5;116302
3304300;Rio Bonito;2008;5;54228
3304409;Rio Claro;2008;5;17159
3304508;Rio das Flores;2008;5;8349
3304524;Rio das Ostras;2008;5;84270
3304557;Rio de Janeiro;2008;5;6217362
3304607;Santa Maria Madalena;2008;5;10354
3304706;Santo Antônio de Pádua;2008;5;40171
3304805;São Fidélis;2008;5;37378
3304755;São Francisco de Itabapoana;2008;5;41309
3304904;São Gonçalo;2008;5;975174
3305000;São João da Barra;2008;5;31580
3305109;São João de Meriti;2008;5;456665
3305133;São José de Ubá;2008;5;6871
3305158;São José do Vale do Rio Preto;2008;5;20036
3305208;São Pedro da Aldeia;2008;5;81860
3305307;São Sebastião do Alto;2008;5;8786
3305406;Sapucaia;2008;5;17445
3305505;Saquarema;2008;5;68887
3305554;Seropédica;2008;5;75193
3305604;Silva Jardim;2008;5;21331
3305703;Sumidouro;2008;5;14740
3305752;Tanguá;2008;5;29656
3305802;Teresópolis;2008;5;157826
3305901;Trajano de Moraes;2008;5;10234
3306008;Três Rios;2008;5;76217
3306107;Valença;2008;5;70608
3306156;Varre-Sai;2008;5;9099
3306206;Vassouras;2008;5;33747
3306305;Volta Redonda;2008;5;254312
3300100;Angra dos Reis;2008;6;157617
3300159;Aperibé;2008;6;9713
3300209;Araruama;2008;6;105216
3300225;Areal;2008;6;11088
3300233;Armação dos Búzios;2008;6;25297
3300258;Arraial do Cabo;2008;6;26870
3300308;Barra do Piraí;2008;6;93437
3300407;Barra Mansa;2008;6;176320
3300456;Belford Roxo;2008;6;461858
3300506;Bom Jardim;2008;6;24751
3300605;Bom Jesus do Itabapoana;2008;6;35038
3300704;Cabo Frio;2008;6;172012
3300803;Cachoeiras de Macacu;2008;6;53029
3300902;Cambuci;2008;6;14794
3301009;Campos dos Goytacazes;2008;6;451324
3301108;Cantagalo;2008;6;19831
3300936;Carapebus;2008;6;12217
3301157;Cardoso Moreira;2008;6;12599
3301207;Carmo;2008;6;16965
3301306;Casimiro de Abreu;2008;6;32098
3300951;Comendador Levy Gasparian;2008;6;8126
3301405;Conceição de Macabu;2008;6;20682
3301504;Cordeiro;2008;6;20035
3301603;Duas Barras;2008;6;10803
3301702;Duque de Caxias;2008;6;837853
3301801;Engenheiro Paulo de Frontin;2008;6;13006
3301850;Guapimirim;2008;6;48333
3301876;Iguaba Grande;2008;6;20974
3301900;Itaboraí;2008;6;211283
3302007;Itaguaí;2008;6;102829
3302056;Italva;2008;6;13750
3302106;Itaocara;2008;6;22921
3302205;Itaperuna;2008;6;93869
3302254;Itatiaia;2008;6;27892
3302270;Japeri;2008;6;92815
3302304;Laje do Muriaé;2008;6;7573
3302403;Macaé;2008;6;188578
3302452;Macuco;2008;6;5187
3302502;Magé;2008;6;222676
3302601;Mangaratiba;2008;6;33694
3302700;Maricá;2008;6;114800
3302809;Mendes;2008;6;17799
3302858;Mesquita;2008;6;168306
3302908;Miguel Pereira;2008;6;24486
3303005;Miracema;2008;6;26889
3303104;Natividade;2008;6;15091
3303203;Nilópolis;2008;6;156645
3303302;Niterói;2008;6;481574
3303401;Nova Friburgo;2008;6;180244
3303500;Nova Iguaçu;2008;6;789621
3303609;Paracambi;2008;6;45659
3303708;Paraíba do Sul;2008;6;40291
3303807;Paraty;2008;6;35716
3303856;Paty do Alferes;2008;6;26055
3303906;Petrópolis;2008;6;293939
3303955;Pinheiral;2008;6;22005
3304003;Piraí;2008;6;25382
3304102;Porciúncula;2008;6;17368
3304110;Porto Real;2008;6;15541
3304128;Quatis;2008;6;12334
3304144;Queimados;2008;6;134480
3304151;Quissamã;2008;6;18666
3304201;Resende;2008;6;116434
3304300;Rio Bonito;2008;6;54279
3304409;Rio Claro;2008;6;17169
3304508;Rio das Flores;2008;6;8357
3304524;Rio das Ostras;2008;6;85060
3304557;Rio de Janeiro;2008;6;6221314
3304607;Santa Maria Madalena;2008;6;10353
3304706;Santo Antônio de Pádua;2008;6;40187
3304805;São Fidélis;2008;6;37385
3304755;São Francisco de Itabapoana;2008;6;41310
3304904;São Gonçalo;2008;6;976114
3305000;São João da Barra;2008;6;31624
3305109;São João de Meriti;2008;6;456742
3305133;São José de Ubá;2008;6;6876
3305158;São José do Vale do Rio Preto;2008;6;20045
3305208;São Pedro da Aldeia;2008;6;82088
3305307;São Sebastião do Alto;2008;6;8790
3305406;Sapucaia;2008;6;17448
3305505;Saquarema;2008;6;69090
3305554;Seropédica;2008;6;75308
3305604;Silva Jardim;2008;6;21331
3305703;Sumidouro;2008;6;14746
3305752;Tanguá;2008;6;29697
3305802;Teresópolis;2008;6;158052
3305901;Trajano de Moraes;2008;6;10236
3306008;Três Rios;2008;6;76264
3306107;Valença;2008;6;70655
3306156;Varre-Sai;2008;6;9113
3306206;Vassouras;2008;6;33773
3306305;Volta Redonda;2008;6;254446
3300100;Angra dos Reis;2008;7;157997
3300159;Aperibé;2008;7;9731
3300209;Araruama;2008;7;105441
3300225;Areal;2008;7;11100
3300233;Armação dos Búzios;2008;7;25366
3300258;Arraial do Cabo;2008;7;26901
3300308;Barra do Piraí;2008;7;93488
3300407;Barra Mansa;2008;7;176378
3300456;Belford Roxo;2008;7;462144
3300506;Bom Jardim;2008;7;24772
3300605;Bom Jesus do Itabapoana;2008;7;35053
3300704;Cabo Frio;2008;7;172456
3300803;Cachoeiras de Macacu;2008;7;53075
3300902;Cambuci;2008;7;14795
3301009;Campos dos Goytacazes;2008;7;451783
3301108;Cantagalo;2008;7;19831
3300936;Carapebus;2008;7;12251
3301157;Cardoso Moreira;2008;7;12599
3301207;Carmo;2008;7;16982
3301306;Casimiro de Abreu;2008;7;32193
3300951;Comendador Levy Gasparian;2008;7;8128
3301405;Conceição de Macabu;2008;7;20701
3301504;Cordeiro;2008;7;20050
3301603;Duas Barras;2008;7;10808
3301702;Duque de Caxias;2008;7;838501
3301801;Engenheiro Paulo de Frontin;2008;7;13015
3301850;Guapimirim;2008;7;48437
3301876;Iguaba Grande;2008;7;21031
3301900;Itaboraí;2008;7;211528
3302007;Itaguaí;2008;7;103038
3302056;Italva;2008;7;13762
3302106;Itaocara;2008;7;22920
3302205;Itaperuna;2008;7;93943
3302254;Itatiaia;2008;7;27924
3302270;Japeri;2008;7;92914
3302304;Laje do Muriaé;2008;7;7570
3302403;Macaé;2008;7;189120
3302452;Macuco;2008;7;5190
3302502;Magé;2008;7;222851
3302601;Mangaratiba;2008;7;33780
3302700;Maricá;2008;7;115160
3302809;Mendes;2008;7;17804
3302858;Mesquita;2008;7;168309
3302908;Miguel Pereira;2008;7;24492
3303005;Miracema;2008;7;26887
3303104;Natividade;2008;7;15091
3303203;Nilópolis;2008;7;156675
3303302;Niterói;2008;7;481805
3303401;Nova Friburgo;2008;7;180315
3303500;Nova Iguaçu;2008;7;789880
3303609;Paracambi;2008;7;45712
3303708;Paraíba do Sul;2008;7;40321
3303807;Paraty;2008;7;35779
3303856;Paty do Alferes;2008;7;26067
3303906;Petrópolis;2008;7;294017
3303955;Pinheiral;2008;7;22031
3304003;Piraí;2008;7;25416
3304102;Porciúncula;2008;7;17383
3304110;Porto Real;2008;7;15575
3304128;Quatis;2008;7;12351
3304144;Queimados;2008;7;134609
3304151;Quissamã;2008;7;18715
3304201;Resende;2008;7;116557
3304300;Rio Bonito;2008;7;54326
3304409;Rio Claro;2008;7;17179
3304508;Rio das Flores;2008;7;8365
3304524;Rio das Ostras;2008;7;85398
3304557;Rio de Janeiro;2008;7;6225104
3304607;Santa Maria Madalena;2008;7;10352
