cod_munic;munic;ano;mes;pop
3303203;Nilópolis;2013;3;158187
3303302;Niterói;2013;3;493405
3303401;Nova Friburgo;2013;3;183879
3303500;Nova Iguaçu;2013;3;803794
3303609;Paracambi;2013;3;48514
3303708;Paraíba do Sul;2013;3;41850
3303807;Paraty;2013;3;39205
3303856;Paty do Alferes;2013;3;26656
3303906;Petrópolis;2013;3;297656
3303955;Pinheiral;2013;3;23395
3304003;Piraí;2013;3;27191
3304102;Porciúncula;2013;3;18137
3304110;Porto Real;2013;3;17534
3304128;Quatis;2013;3;13224
3304144;Queimados;2013;3;141296
3304151;Quissamã;2013;3;21618
3304201;Resende;2013;3;122949
3304300;Rio Bonito;2013;3;56774
3304409;Rio Claro;2013;3;17675
3304508;Rio das Flores;2013;3;8756
3304524;Rio das Ostras;2013;3;120237
3304557;Rio de Janeiro;2013;3;6416759
3304607;Santa Maria Madalena;2013;3;10287
3304706;Santo Antônio de Pádua;2013;3;40982
3304805;São Fidélis;2013;3;37697
3304755;São Francisco de Itabapoana;2013;3;41393
3304904;São Gonçalo;2013;3;1022398
3305000;São João da Barra;2013;3;33806
3305109;São João de Meriti;2013;3;460554
3305133;São José de Ubá;2013;3;7126
3305158;São José do Vale do Rio Preto;2013;3;20650
3305208;São Pedro da Aldeia;2013;3;92963
3305307;São Sebastião do Alto;2013;3;8998
3305406;Sapucaia;2013;3;17600
3305505;Saquarema;2013;3;78797
3305554;Seropédica;2013;3;80889
3305604;Silva Jardim;2013;3;21365
3305703;Sumidouro;2013;3;15050
3305752;Tanguá;2013;3;31710
3305802;Teresópolis;2013;3;169112
3305901;Trajano de Moraes;2013;3;10340
3306008;Três Rios;2013;3;78568
3306107;Valença;2013;3;72996
3306156;Varre-Sai;2013;3;9814
3306206;Vassouras;2013;3;35028
3306305;Volta Redonda;2013;3;261076
3300100;Angra dos Reis;2013;4;180417
3300159;Aperibé;2013;4;10689
3300209;Araruama;2013;4;118341
3300225;Areal;2013;4;11753
3300233;Armação dos Búzios;2013;4;29592
3300258;Arraial do Cabo;2013;4;28545
3300308;Barra do Piraí;2013;4;96128
3300407;Barra Mansa;2013;4;179324
3300456;Belford Roxo;2013;4;476841
3300506;Bom Jardim;2013;4;25912
3300605;Bom Jesus do Itabapoana;2013;4;35788
3300704;Cabo Frio;2013;4;199119
3300803;Cachoeiras de Macacu;2013;4;55510
3300902;Cambuci;2013;4;14859
3301009;Campos dos Goytacazes;2013;4;475994
3301108;Cantagalo;2013;4;19826
3300936;Carapebus;2013;4;14315
3301157;Cardoso Moreira;2013;4;12600
3301207;Carmo;2013;4;17898
3301306;Casimiro de Abreu;2013;4;38213
3300951;Comendador Levy Gasparian;2013;4;8235
3301405;Conceição de Macabu;2013;4;21787
3301504;Cordeiro;2013;4;20824
3301603;Duas Barras;2013;4;11058
3301702;Duque de Caxias;2013;4;872221
3301801;Engenheiro Paulo de Frontin;2013;4;13481
3301850;Guapimirim;2013;4;54418
3301876;Iguaba Grande;2013;4;24616
3301900;Itaboraí;2013;4;224610
3302007;Itaguaí;2013;4;114964
3302056;Italva;2013;4;14374
3302106;Itaocara;2013;4;22874
3302205;Itaperuna;2013;4;97809
3302254;Itatiaia;2013;4;29658
3302270;Japeri;2013;4;98132
3302304;Laje do Muriaé;2013;4;7395
3302403;Macaé;2013;4;222868
3302452;Macuco;2013;4;5352
3302502;Magé;2013;4;231960
3302601;Mangaratiba;2013;4;38964
3302700;Maricá;2013;4;138481
3302809;Mendes;2013;4;18060
3302858;Mesquita;2013;4;170024
3302908;Miguel Pereira;2013;4;24800
3303005;Miracema;2013;4;26792
3303104;Natividade;2013;4;15071
3303203;Nilópolis;2013;4;158213
3303302;Niterói;2013;4;493605
3303401;Nova Friburgo;2013;4;183940
3303500;Nova Iguaçu;2013;4;804051
3303609;Paracambi;2013;4;48563
3303708;Paraíba do Sul;2013;4;41877
3303807;Paraty;2013;4;39264
3303856;Paty do Alferes;2013;4;26666
3303906;Petrópolis;2013;4;297714
3303955;Pinheiral;2013;4;23419
3304003;Piraí;2013;4;27221
3304102;Porciúncula;2013;4;18150
3304110;Porto Real;2013;4;17567
3304128;Quatis;2013;4;13239
3304144;Queimados;2013;4;141412
3304151;Quissamã;2013;4;21667
3304201;Resende;2013;4;123059
3304300;Rio Bonito;2013;4;56817
3304409;Rio Claro;2013;4;17683
3304508;Rio das Flores;2013;4;8763
3304524;Rio das Ostras;2013;4;120760
3304557;Rio de Janeiro;2013;4;6420076
3304607;Santa Maria Madalena;2013;4;10286
3304706;Santo Antônio de Pádua;2013;4;40995
3304805;São Fidélis;2013;4;37702
3304755;São Francisco de Itabapoana;2013;4;41394
3304904;São Gonçalo;2013;4;1023184
3305000;São João da Barra;2013;4;33843
3305109;São João de Meriti;2013;4;460615
3305133;São José de Ubá;2013;4;7131
3305158;São José do Vale do Rio Preto;2013;4;20663
3305208;São Pedro da Aldeia;2013;4;93142
3305307;São Sebastião do Alto;2013;4;9002
3305406;Sapucaia;2013;4;17603
3305505;Saquarema;2013;4;78958
3305554;Seropédica;2013;4;80983
3305604;Silva Jardim;2013;4;21365
3305703;Sumidouro;2013;4;15055
3305752;Tanguá;2013;4;31744
3305802;Teresópolis;2013;4;169300
3305901;Trajano de Moraes;2013;4;10342
3306008;Três Rios;2013;4;78607
3306107;Valença;2013;4;73036
3306156;Varre-Sai;2013;4;9826
3306206;Vassouras;2013;4;35049
3306305;Volta Redonda;2013;4;261188
3300100;Angra dos Reis;2013;5;180789
3300159;Aperibé;2013;5;10705
3300209;Araruama;2013;5;118557
3300225;Areal;2013;5;11764
3300233;Armação dos Búzios;2013;5;29661
3300258;Arraial do Cabo;2013;5;28573
3300308;Barra do Piraí;2013;5;96173
3300407;Barra Mansa;2013;5;179374
3300456;Belford Roxo;2013;5;477091
3300506;Bom Jardim;2013;5;25931
3300605;Bom Jesus do Itabapoana;2013;5;35801
3300704;Cabo Frio;2013;5;199559
3300803;Cachoeiras de Macacu;2013;5;55551
3300902;Cambuci;2013;5;14860
3301009;Campos dos Goytacazes;2013;5;476406
3301108;Cantagalo;2013;5;19826
3300936;Carapebus;2013;5;14347
3301157;Cardoso Moreira;2013;5;12599
3301207;Carmo;2013;5;17914
3301306;Casimiro de Abreu;2013;5;38311
3300951;Comendador Levy Gasparian;2013;5;8237
3301405;Conceição de Macabu;2013;5;21806
3301504;Cordeiro;2013;5;20837
3301603;Duas Barras;2013;5;11062
3301702;Duque de Caxias;2013;5;872796
3301801;Engenheiro Paulo de Frontin;2013;5;13489
3301850;Guapimirim;2013;5;54518
3301876;Iguaba Grande;2013;5;24676
3301900;Itaboraí;2013;5;224832
3302007;Itaguaí;2013;5;115164
3302056;Italva;2013;5;14385
3302106;Itaocara;2013;5;22872
3302205;Itaperuna;2013;5;97875
3302254;Itatiaia;2013;5;29687
3302270;Japeri;2013;5;98221
3302304;Laje do Muriaé;2013;5;7392
3302403;Macaé;2013;5;223421
3302452;Macuco;2013;5;5355
3302502;Magé;2013;5;232115
3302601;Mangaratiba;2013;5;39050
3302700;Maricá;2013;5;138859
3302809;Mendes;2013;5;18064
3302858;Mesquita;2013;5;170078
3302908;Miguel Pereira;2013;5;24805
3303005;Miracema;2013;5;26790
3303104;Natividade;2013;5;15070
3303203;Nilópolis;2013;5;158238
3303302;Niterói;2013;5;493805
3303401;Nova Friburgo;2013;5;184001
3303500;Nova Iguaçu;2013;5;804307
3303609;Paracambi;2013;5;48611
3303708;Paraíba do Sul;2013;5;41903
3303807;Paraty;2013;5;39322
3303856;Paty do Alferes;2013;5;26676
3303906;Petrópolis;2013;5;297773
3303955;Pinheiral;2013;5;23442
3304003;Piraí;2013;5;27252
3304102;Porciúncula;2013;5;18163
3304110;Porto Real;2013;5;17601
3304128;Quatis;2013;5;13254
3304144;Queimados;2013;5;141527
3304151;Quissamã;2013;5;21716
3304201;Resende;2013;5;123170
3304300;Rio Bonito;2013;5;56859
3304409;Rio Claro;2013;5;17692
3304508;Rio das Flores;2013;5;8770
3304524;Rio das Ostras;2013;5;121286
3304557;Rio de Janeiro;2013;5;6423394
3304607;Santa Maria Madalena;2013;5;10285
3304706;Santo Antônio de Pádua;2013;5;41009
3304805;São Fidélis;2013;5;37707
3304755;São Francisco de Itabapoana;2013;5;41395
3304904;São Gonçalo;2013;5;1023971
3305000;São João da Barra;2013;5;33880
3305109;São João de Meriti;2013;5;460677
3305133;São José de Ubá;2013;5;7135
3305158;São José do Vale do Rio Preto;2013;5;20677
3305208;São Pedro da Aldeia;2013;5;93322
3305307;São Sebastião do Alto;2013;5;9005
3305406;Sapucaia;2013;5;17605
3305505;Saquarema;2013;5;79119
3305554;Seropédica;2013;5;81078
3305604;Silva Jardim;2013;5;21365
3305703;Sumidouro;2013;5;15060
3305752;Tanguá;2013;5;31778
3305802;Teresópolis;2013;5;169487
3305901;Trajano de Moraes;2013;5;10344
3306008;Três Rios;2013;5;78646
3306107;Valença;2013;5;73076
3306156;Varre-Sai;2013;5;9838
3306206;Vassouras;2013;5;35070
3306305;Volta Redonda;2013;5;261300
3300100;Angra dos Reis;2013;6;181162
3300159;Aperibé;2013;6;10721
3300209;Araruama;2013;6;118773
3300225;Areal;2013;6;11775
3300233;Armação dos Búzios;2013;6;29731
3300258;Arraial do Cabo;2013;6;28601
3300308;Barra do Piraí;2013;6;96218
3300407;Barra Mansa;2013;6;179423
3300456;Belford Roxo;2013;6;477341
3300506;Bom Jardim;2013;6;25951
3300605;Bom Jesus do Itabapoana;2013;6;35813
3300704;Cabo Frio;2013;6;200001
3300803;Cachoeiras de Macacu;2013;6;55593
3300902;Cambuci;2013;6;14861
3301009;Campos dos Goytacazes;2013;6;476819
3301108;Cantagalo;2013;6;19825
3300936;Carapebus;2013;6;14380
3301157;Cardoso Moreira;2013;6;12599
3301207;Carmo;2013;6;17929
3301306;Casimiro de Abreu;2013;6;38410
3300951;Comendador Levy Gasparian;2013;6;8238
3301405;Conceição de Macabu;2013;6;21826
3301504;Cordeiro;2013;6;20850
3301603;Duas Barras;2013;6;11066
3301702;Duque de Caxias;2013;6;873371
3301801;Engenheiro Paulo de Frontin;2013;6;13497
3301850;Guapimirim;2013;6;54618
3301876;Iguaba Grande;2013;6;24737
3301900;Itaboraí;2013;6;225055
3302007;Itaguaí;2013;6;115364
3302056;Italva;2013;6;14395
3302106;Itaocara;2013;6;22871
3302205;Itaperuna;2013;6;97941
3302254;Itatiaia;2013;6;29716
3302270;Japeri;2013;6;98309
3302304;Laje do Muriaé;2013;6;7388
3302403;Macaé;2013;6;223975
3302452;Macuco;2013;6;5357
3302502;Magé;2013;6;232270
3302601;Mangaratiba;2013;6;39136
3302700;Maricá;2013;6;139239
3302809;Mendes;2013;6;18068
3302858;Mesquita;2013;6;170132
3302908;Miguel Pereira;2013;6;24810
3303005;Miracema;2013;6;26788
3303104;Natividade;2013;6;15070
3303203;Nilópolis;2013;6;158263
3303302;Niterói;2013;6;494005
3303401;Nova Friburgo;2013;6;184062
3303500;Nova Iguaçu;2013;6;804564
3303609;Paracambi;2013;6;48660
3303708;Paraíba do Sul;2013;6;41930
3303807;Paraty;2013;6;39381
3303856;Paty do Alferes;2013;6;26686
3303906;Petrópolis;2013;6;297831
3303955;Pinheiral;2013;6;23466
3304003;Piraí;2013;6;27283
3304102;Porciúncula;2013;6;18176
3304110;Porto Real;2013;6;17634
3304128;Quatis;2013;6;13269
3304144;Queimados;2013;6;141643
3304151;Quissamã;2013;6;21764
3304201;Resende;2013;6;123281
3304300;Rio Bonito;2013;6;56902
3304409;Rio Claro;2013;6;17701
3304508;Rio das Flores;2013;6;8777
3304524;Rio das Ostras;2013;6;121813
3304557;Rio de Janeiro;2013;6;6426713
3304607;Santa Maria Madalena;2013;6;10283
3304706;Santo Antônio de Pádua;2013;6;41022
3304805;São Fidélis;2013;6;37712
3304755;São Francisco de Itabapoana;2013;6;41396
3304904;São Gonçalo;2013;6;1024759
3305000;São João da Barra;2013;6;33917
3305109;São João de Meriti;2013;6;460738
3305133;São José de Ubá;2013;6;7139
3305158;São José do Vale do Rio Preto;2013;6;20691
3305208;São Pedro da Aldeia;2013;6;93501
3305307;São Sebastião do Alto;2013;6;9009
3305406;Sapucaia;2013;6;17608
3305505;Saquarema;2013;6;79281
3305554;Seropédica;2013;6;81173
3305604;Silva Jardim;2013;6;21366
3305703;Sumidouro;2013;6;15065
3305752;Tanguá;2013;6;31812
3305802;Teresópolis;2013;6;169675
3305901;Trajano de Moraes;2013;6;10345
3306008;Três Rios;2013;6;78685
3306107;Valença;2013;6;73116
3306156;Varre-Sai;2013;6;9850
3306206;Vassouras;2013;6;35092
3306305;Volta Redonda;2013;6;261413
3300100;Angra dos Reis;2013;7;181486
3300159;Aperibé;2013;7;10736
3300209;Araruama;2013;7;118964
3300225;Areal;2013;7;11785
3300233;Armação dos Búzios;2013;7;29790
3300258;Arraial do Cabo;2013;7;28627
3300308;Barra do Piraí;2013;7;96261
3300407;Barra Mansa;2013;7;179472
3300456;Belford Roxo;2013;7;477583
3300506;Bom Jardim;2013;7;25969
3300605;Bom Jesus do Itabapoana;2013;7;35825
3300704;Cabo Frio;2013;7;200380
3300803;Cachoeiras de Macacu;2013;7;55632
3300902;Cambuci;2013;7;14862
3301009;Campos dos Goytacazes;2013;7;477208
3301108;Cantagalo;2013;7;19825
3300936;Carapebus;2013;7;14408
3301157;Cardoso Moreira;2013;7;12599
3301207;Carmo;2013;7;17944
3301306;Casimiro de Abreu;2013;7;38492
3300951;Comendador Levy Gasparian;2013;7;8240
3301405;Conceição de Macabu;2013;7;21844
3301504;Cordeiro;2013;7;20863
3301603;Duas Barras;2013;7;11070
3301702;Duque de Caxias;2013;7;873921
3301801;Engenheiro Paulo de Frontin;2013;7;13505
3301850;Guapimirim;2013;7;54706
3301876;Iguaba Grande;2013;7;24788
3301900;Itaboraí;2013;7;225263
3302007;Itaguaí;2013;7;115542
3302056;Italva;2013;7;14405
3302106;Itaocara;2013;7;22870
3302205;Itaperuna;2013;7;98004
3302254;Itatiaia;2013;7;29744
3302270;Japeri;2013;7;98393
3302304;Laje do Muriaé;2013;7;7385
3302403;Macaé;2013;7;224442
3302452;Macuco;2013;7;5360
3302502;Magé;2013;7;232419
3302601;Mangaratiba;2013;7;39210
3302700;Maricá;2013;7;139552
3302809;Mendes;2013;7;18072
3302858;Mesquita;2013;7;170185
3302908;Miguel Pereira;2013;7;24815
3303005;Miracema;2013;7;26786
3303104;Natividade;2013;7;15069
3303203;Nilópolis;2013;7;158288
3303302;Niterói;2013;7;494200
3303401;Nova Friburgo;2013;7;184122
3303500;Nova Iguaçu;2013;7;804815
3303609;Paracambi;2013;7;48705
3303708;Paraíba do Sul;2013;7;41955
3303807;Paraty;2013;7;39434
3303856;Paty do Alferes;2013;7;26696
3303906;Petrópolis;2013;7;297888
3303955;Pinheiral;2013;7;23488
3304003;Piraí;2013;7;27311
3304102;Porciúncula;2013;7;18188
3304110;Porto Real;2013;7;17663
3304128;Quatis;2013;7;13283
3304144;Queimados;2013;7;141753
3304151;Quissamã;2013;7;21806
3304201;Resende;2013;7;123385
3304300;Rio Bonito;2013;7;56942
3304409;Rio Claro;2013;7;17709
3304508;Rio das Flores;2013;7;8783
3304524;Rio das Ostras;2013;7;122196
3304557;Rio de Janeiro;2013;7;6429922
3304607;Santa Maria Madalena;2013;7;10282
3304706;Santo Antônio de Pádua;2013;7;41035
3304805;São Fidélis;2013;7;37717
3304755;São Francisco de Itabapoana;2013;7;41397
3304904;São Gonçalo;2013;7;1025507
3305000;São João da Barra;2013;7;33951
3305109;São João de Meriti;2013;7;460799
3305133;São José de Ubá;2013;7;7143
3305158;São José do Vale do Rio Preto;2013;7;20704
3305208;São Pedro da Aldeia;2013;7;93659
3305307;São Sebastião do Alto;2013;7;9012
3305406;Sapucaia;2013;7;17610
3305505;Saquarema;2013;7;79421
3305554;Seropédica;2013;7;81260
3305604;Silva Jardim;2013;7;21366
3305703;Sumidouro;2013;7;15070
3305752;Tanguá;2013;7;31844
3305802;Teresópolis;2013;7;169849
3305901;Trajano de Moraes;2013;7;10347
3306008;Três Rios;2013;7;78723
3306107;Valença;2013;7;73154
3306156;Varre-Sai;2013;7;9861
3306206;Vassouras;2013;7;35112
3306305;Volta Redonda;2013;7;261522
3300100;Angra dos Reis;2013;8;181774
3300159;Aperibé;2013;8;10748
3300209;Araruama;2013;8;119129
3300225;Areal;2013;8;11793
3300233;Armação dos Búzios;2013;8;29844
3300258;Arraial do Cabo;2013;8;28647
3300308;Barra do Piraí;2013;8;96287
3300407;Barra Mansa;2013;8;179491
3300456;Belford Roxo;2013;8;477733
3300506;Bom Jardim;2013;8;25982
3300605;Bom Jesus do Itabapoana;2013;8;35831
3300704;Cabo Frio;2013;8;200722
3300803;Cachoeiras de Macacu;2013;8;55660
3300902;Cambuci;2013;8;14861
3301009;Campos dos Goytacazes;2013;8;477495
3301108;Cantagalo;2013;8;19822
3300936;Carapebus;2013;8;14433
3301157;Cardoso Moreira;2013;8;12597
3301207;Carmo;2013;8;17955
3301306;Casimiro de Abreu;2013;8;38569
3300951;Comendador Levy Gasparian;2013;8;8240
3301405;Conceição de Macabu;2013;8;21858
3301504;Cordeiro;2013;8;20872
3301603;Duas Barras;2013;8;11072
3301702;Duque de Caxias;2013;8;874294
3301801;Engenheiro Paulo de Frontin;2013;8;13510
3301850;Guapimirim;2013;8;54783
3301876;Iguaba Grande;2013;8;24835
3301900;Itaboraí;2013;8;225422
3302007;Itaguaí;2013;8;115695
3302056;Italva;2013;8;14412
3302106;Itaocara;2013;8;22866
3302205;Itaperuna;2013;8;98047
3302254;Itatiaia;2013;8;29765
3302270;Japeri;2013;8;98455
3302304;Laje do Muriaé;2013;8;7381
3302403;Macaé;2013;8;224874
3302452;Macuco;2013;8;5362
3302502;Magé;2013;8;232520
3302601;Mangaratiba;2013;8;39277
3302700;Maricá;2013;8;139849
3302809;Mendes;2013;8;18073
3302858;Mesquita;2013;8;170209
3302908;Miguel Pereira;2013;8;24816
3303005;Miracema;2013;8;26781
3303104;Natividade;2013;8;15067
3303203;Nilópolis;2013;8;158289
3303302;Niterói;2013;8;494306
3303401;Nova Friburgo;2013;8;184150
3303500;Nova Iguaçu;2013;8;804929
3303609;Paracambi;2013;8;48740
3303708;Paraíba do Sul;2013;8;41972
3303807;Paraty;2013;8;39478
3303856;Paty do Alferes;2013;8;26701
3303906;Petrópolis;2013;8;297899
3303955;Pinheiral;2013;8;23505
3304003;Piraí;2013;8;27333
3304102;Porciúncula;2013;8;18197
3304110;Porto Real;2013;8;17689
3304128;Quatis;2013;8;13294
3304144;Queimados;2013;8;141833
3304151;Quissamã;2013;8;21844
3304201;Resende;2013;8;123463
3304300;Rio Bonito;2013;8;56971
3304409;Rio Claro;2013;8;17714
3304508;Rio das Flores;2013;8;8788
3304524;Rio das Ostras;2013;8;122611
3304557;Rio de Janeiro;2013;8;6431902
3304607;Santa Maria Madalena;2013;8;10280
3304706;Santo Antônio de Pádua;2013;8;41041
3304805;São Fidélis;2013;8;37716
3304755;São Francisco de Itabapoana;2013;8;41393
3304904;São Gonçalo;2013;8;1026040
3305000;São João da Barra;2013;8;33978
3305109;São João de Meriti;2013;8;460792
3305133;São José de Ubá;2013;8;7146
3305158;São José do Vale do Rio Preto;2013;8;20713
3305208;São Pedro da Aldeia;2013;8;93797
3305307;São Sebastião do Alto;2013;8;9014
3305406;Sapucaia;2013;8;17610
3305505;Saquarema;2013;8;79546
3305554;Seropédica;2013;8;81329
3305604;Silva Jardim;2013;8;21364
3305703;Sumidouro;2013;8;15072
3305752;Tanguá;2013;8;31869
3305802;Teresópolis;2013;8;169985
3305901;Trajano de Moraes;2013;8;10347
3306008;Três Rios;2013;8;78746
3306107;Valença;2013;8;73178
3306156;Varre-Sai;2013;8;9870
3306206;Vassouras;2013;8;35126
3306305;Volta Redonda;2013;8;261583
3300100;Angra dos Reis;2013;9;182062
3300159;Aperibé;2013;9;10760
3300209;Araruama;2013;9;119295
3300225;Areal;2013;9;11801
3300233;Armação dos Búzios;2013;9;29898
3300258;Arraial do Cabo;2013;9;28667
3300308;Barra do Piraí;2013;9;96312
3300407;Barra Mansa;2013;9;179510
3300456;Belford Roxo;2013;9;477884
3300506;Bom Jardim;2013;9;25995
3300605;Bom Jesus do Itabapoana;2013;9;35837
3300704;Cabo Frio;2013;9;201065
3300803;Cachoeiras de Macacu;2013;9;55688
3300902;Cambuci;2013;9;14860
3301009;Campos dos Goytacazes;2013;9;477782
3301108;Cantagalo;2013;9;19820
3300936;Carapebus;2013;9;14459
3301157;Cardoso Moreira;2013;9;12596
3301207;Carmo;2013;9;17966
3301306;Casimiro de Abreu;2013;9;38646
3300951;Comendador Levy Gasparian;2013;9;8241
3301405;Conceição de Macabu;2013;9;21871
3301504;Cordeiro;2013;9;20880
3301603;Duas Barras;2013;9;11074
3301702;Duque de Caxias;2013;9;874668
3301801;Engenheiro Paulo de Frontin;2013;9;13515
3301850;Guapimirim;2013;9;54859
3301876;Iguaba Grande;2013;9;24882
3301900;Itaboraí;2013;9;225581
3302007;Itaguaí;2013;9;115848
3302056;Italva;2013;9;14419
3302106;Itaocara;2013;9;22862
3302205;Itaperuna;2013;9;98090
3302254;Itatiaia;2013;9;29786
3302270;Japeri;2013;9;98518
3302304;Laje do Muriaé;2013;9;7378
3302403;Macaé;2013;9;225306
3302452;Macuco;2013;9;5363
3302502;Magé;2013;9;232622
3302601;Mangaratiba;2013;9;39343
3302700;Maricá;2013;9;140146
3302809;Mendes;2013;9;18074
3302858;Mesquita;2013;9;170233
3302908;Miguel Pereira;2013;9;24817
3303005;Miracema;2013;9;26776
3303104;Natividade;2013;9;15064
3303203;Nilópolis;2013;9;158290
3303302;Niterói;2013;9;494412
3303401;Nova Friburgo;2013;9;184178
3303500;Nova Iguaçu;2013;9;805042
3303609;Paracambi;2013;9;48774
3303708;Paraíba do Sul;2013;9;41989
3303807;Paraty;2013;9;39523
3303856;Paty do Alferes;2013;9;26706
3303906;Petrópolis;2013;9;297910
3303955;Pinheiral;2013;9;23522
3304003;Piraí;2013;9;27356
3304102;Porciúncula;2013;9;18206
3304110;Porto Real;2013;9;17714
3304128;Quatis;2013;9;13305
3304144;Queimados;2013;9;141912
3304151;Quissamã;2013;9;21882
3304201;Resende;2013;9;123540
3304300;Rio Bonito;2013;9;56999
3304409;Rio Claro;2013;9;17719
3304508;Rio das Flores;2013;9;8792
3304524;Rio das Ostras;2013;9;123027
3304557;Rio de Janeiro;2013;9;6433883
3304607;Santa Maria Madalena;2013;9;10277
3304706;Santo Antônio de Pádua;2013;9;41047
3304805;São Fidélis;2013;9;37716
3304755;São Francisco de Itabapoana;2013;9;41388
3304904;São Gonçalo;2013;9;1026573
3305000;São João da Barra;2013;9;34005
3305109;São João de Meriti;2013;9;460784
3305133;São José de Ubá;2013;9;7148
3305158;São José do Vale do Rio Preto;2013;9;20722
3305208;São Pedro da Aldeia;2013;9;93936
3305307;São Sebastião do Alto;2013;9;9016
3305406;Sapucaia;2013;9;17610
3305505;Saquarema;2013;9;79670
3305554;Seropédica;2013;9;81398
3305604;Silva Jardim;2013;9;21361
3305703;Sumidouro;2013;9;15075
3305752;Tanguá;2013;9;31893
3305802;Teresópolis;2013;9;170121
3305901;Trajano de Moraes;2013;9;10347
3306008;Três Rios;2013;9;78769
3306107;Valença;2013;9;73203
3306156;Varre-Sai;2013;9;9879
3306206;Vassouras;2013;9;35139
3306305;Volta Redonda;2013;9;261645
3300100;Angra dos Reis;2013;10;182351
3300159;Aperibé;2013;10;10773
3300209;Araruama;2013;10;119461
3300225;Areal;2013;10;11809
3300233;Armação dos Búzios;2013;10;29953
3300258;Arraial do Cabo;2013;10;28687
3300308;Barra do Piraí;2013;10;96338
3300407;Barra Mansa;2013;10;179528
3300456;Belford Roxo;2013;10;478034
3300506;Bom Jardim;2013;10;26008
3300605;Bom Jesus do Itabapoana;2013;10;35843
3300704;Cabo Frio;2013;10;201408
3300803;Cachoeiras de Macacu;2013;10;55716
3300902;Cambuci;2013;10;14859
3301009;Campos dos Goytacazes;2013;10;478069
3301108;Cantagalo;2013;10;19817
3300936;Carapebus;2013;10;14484
3301157;Cardoso Moreira;2013;10;12594
3301207;Carmo;2013;10;17977
3301306;Casimiro de Abreu;2013;10;38723
3300951;Comendador Levy Gasparian;2013;10;8241
3301405;Conceição de Macabu;2013;10;21885
3301504;Cordeiro;2013;10;20889
3301603;Duas Barras;2013;10;11077
3301702;Duque de Caxias;2013;10;875042
3301801;Engenheiro Paulo de Frontin;2013;10;13520
3301850;Guapimirim;2013;10;54936
3301876;Iguaba Grande;2013;10;24930
3301900;Itaboraí;2013;10;225740
3302007;Itaguaí;2013;10;116001
3302056;Italva;2013;10;14426
3302106;Itaocara;2013;10;22859
3302205;Itaperuna;2013;10;98133
3302254;Itatiaia;2013;10;29807
3302270;Japeri;2013;10;98580
3302304;Laje do Muriaé;2013;10;7374
3302403;Macaé;2013;10;225740
3302452;Macuco;2013;10;5365
3302502;Magé;2013;10;232723
3302601;Mangaratiba;2013;10;39410
3302700;Maricá;2013;10;140444
3302809;Mendes;2013;10;18076
3302858;Mesquita;2013;10;170257
3302908;Miguel Pereira;2013;10;24819
3303005;Miracema;2013;10;26771
3303104;Natividade;2013;10;15062
3303203;Nilópolis;2013;10;158291
3303302;Niterói;2013;10;494518
3303401;Nova Friburgo;2013;10;184207
3303500;Nova Iguaçu;2013;10;805156
3303609;Paracambi;2013;10;48809
3303708;Paraíba do Sul;2013;10;42006
3303807;Paraty;2013;10;39567
3303856;Paty do Alferes;2013;10;26712
3303906;Petrópolis;2013;10;297920
3303955;Pinheiral;2013;10;23539
3304003;Piraí;2013;10;27378
3304102;Porciúncula;2013;10;18214
3304110;Porto Real;2013;10;17740
3304128;Quatis;2013;10;13316
3304144;Queimados;2013;10;141992
3304151;Quissamã;2013;10;21920
3304201;Resende;2013;10;123618
3304300;Rio Bonito;2013;10;57028
3304409;Rio Claro;2013;10;17724
3304508;Rio das Flores;2013;10;8797
3304524;Rio das Ostras;2013;10;123444
3304557;Rio de Janeiro;2013;10;6435864
3304607;Santa Maria Madalena;2013;10;10275
3304706;Santo Antônio de Pádua;2013;10;41053
3304805;São Fidélis;2013;10;37715
3304755;São Francisco de Itabapoana;2013;10;41384
3304904;São Gonçalo;2013;10;1027107
3305000;São João da Barra;2013;10;34032
3305109;São João de Meriti;2013;10;460777
3305133;São José de Ubá;2013;10;7151
3305158;São José do Vale do Rio Preto;2013;10;20731
3305208;São Pedro da Aldeia;2013;10;94074
3305307;São Sebastião do Alto;2013;10;9017
3305406;Sapucaia;2013;10;17610
3305505;Saquarema;2013;10;79795
3305554;Seropédica;2013;10;81468
3305604;Silva Jardim;2013;10;21359
3305703;Sumidouro;2013;10;15077
3305752;Tanguá;2013;10;31918
3305802;Teresópolis;2013;10;170258
3305901;Trajano de Moraes;2013;10;10347
3306008;Três Rios;2013;10;78792
3306107;Valença;2013;10;73227
3306156;Varre-Sai;2013;10;9887
3306206;Vassouras;2013;10;35153
3306305;Volta Redonda;2013;10;261706
3300100;Angra dos Reis;2013;11;182640
3300159;Aperibé;2013;11;10785
3300209;Araruama;2013;11;119627
3300225;Areal;2013;11;11816
3300233;Armação dos Búzios;2013;11;30007
3300258;Arraial do Cabo;2013;11;28707
3300308;Barra do Piraí;2013;11;96363
3300407;Barra Mansa;2013;11;179547
3300456;Belford Roxo;2013;11;478184
3300506;Bom Jardim;2013;11;26021
3300605;Bom Jesus do Itabapoana;2013;11;35849
3300704;Cabo Frio;2013;11;201752
3300803;Cachoeiras de Macacu;2013;11;55744
3300902;Cambuci;2013;11;14858
3301009;Campos dos Goytacazes;2013;11;478356
3301108;Cantagalo;2013;11;19814
